latitude;longitude;altitude;time;satellites
46.3579287;7.9801945;1415;2022-05-21T17:08:40.077000+02:00;7
56.3579287;[7.9801945];[1415];2022-05-21T17:10:10.077000+02:00;12
46.3579287;7.9801945;1415;2022-05-21T17:08:40.077000+02:00;7
